timestamp,username,count_rt,text,is_retweeted,user_retweeted
2020-04-01 23:58:22,usuckreynolds1,286,"RT @RoulioRoulio: Audition d'Edouard Philippe et d'Olivier Véran par les députés sur la gestion de la crise.

Mais y'a toujours un mec pour…",True,RoulioRoulio
2020-04-01 23:57:24,SecondiLaura,286,"RT @RoulioRoulio: Audition d'Edouard Philippe et d'Olivier Véran par les députés sur la gestion de la crise.

Mais y'a toujours un mec pour…",True,RoulioRoulio
2020-04-01 23:57:04,SylvieP13,16,RT @20Minutes: 🔴 [EN DIRECT] Le gouvernement devrait présenter des solutions de #déconfinement dans les prochains jours @EPhilippePM #coron…,True,20Minutes
2020-04-01 23:56:47,Mehdurabi,286,"RT @RoulioRoulio: Audition d'Edouard Philippe et d'Olivier Véran par les députés sur la gestion de la crise.

Mais y'a toujours un mec pour…",True,RoulioRoulio
2020-04-01 23:55:48,NebbiuCo,1020,"RT @R_DeCastelnau: Et voilà que maintenant il menace ! Il faut lire la conclusion de cet article. Clivant les Français comme jamais, incapa…",True,R_DeCastelnau
2020-04-01 23:55:09,assiaflame,286,"RT @RoulioRoulio: Audition d'Edouard Philippe et d'Olivier Véran par les députés sur la gestion de la crise.

Mais y'a toujours un mec pour…",True,RoulioRoulio
2020-04-01 23:54:28,Tida56516784,286,"RT @RoulioRoulio: Audition d'Edouard Philippe et d'Olivier Véran par les députés sur la gestion de la crise.

Mais y'a toujours un mec pour…",True,RoulioRoulio
2020-04-01 23:54:28,2019Automne,1020,"RT @R_DeCastelnau: Et voilà que maintenant il menace ! Il faut lire la conclusion de cet article. Clivant les Français comme jamais, incapa…",True,R_DeCastelnau
2020-04-01 23:54:03,2019Automne,145,"RT @R_DeCastelnau: Et vous n’avez pas honte ? Ce texte n’est qu’une longue ineptie juridique. Soit vous êtes ignorant de cette matière, soi…",True,R_DeCastelnau
2020-04-01 23:53:46,pourquoiTeo,996,"RT @AllanBARTE: À la demande de Macron, la Caisse des dépôts travaille à accélérer marchandisation et privatisation de l'Hôpital Public.

🐟…",True,AllanBARTE
2020-04-01 23:53:27,francescazimut,1020,"RT @R_DeCastelnau: Et voilà que maintenant il menace ! Il faut lire la conclusion de cet article. Clivant les Français comme jamais, incapa…",True,R_DeCastelnau
2020-04-01 23:53:20,LiliaCherifi,67,"RT @LaTourEiffel: 🇫🇷 #ConfinementJour16 : pour vous aider à réviser vos classiques du #cinéma, voici une liste de films dans lesquels je fi…",True,LaTourEiffel
2020-04-01 23:52:54,KenzaSamy,0,Très beau programme ce soir sur la place de la femme  dans le milieu arabo musulman. Merci @ARTEfr… https://t.co/HJt6tKsEj4,False,https
